,name,genres,year,page_count,purchase_link,price,avg_rating,num_ratings,maturity_rating,language,description,image,authors,,,,,
1672,Aftermath,{'History'},2006,239,,,4.5,2,NOT_MATURE,en,"In 1953, Farley Mowat, a Canadian infantryman during World War II, returned to Europe, a place he only knew during the ravages of wartime. Together with his wife, he returns to England, France, and Italy to reexamine the past and find hope in the future. This is a unique and compellingly look at a world that has undergone dramatic changes in the last fifty years, described in vintage Farley Mowat style.",http://books.google.com/books/content?id=of4lqiSlYg8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,{'Farley Mowat'},,,,,
1673,Never Cry Wolf {text (large Print)},{'Animal behavior'},1992,,,,3.5,32,NOT_MATURE,en,Mowat's eloquent record of several months of intimiate study of reputedly vicious wolves in the subarctic Barren Lands.,,{'Farley Mowat'},,,,,
1674,The Dog Who Wouldn't Be,{'Biography & Autobiography'},2018-10-05,208,,,,,NOT_MATURE,en,"First published in 1957, this is one of those classic dog books that everyone who ever read it remembers. Much as they remember the great Canadian novelist Farley Mowat - for his wry humor, his marvelous use of language (his father was a librarian), his passion for animals in all forms and the outdoors in all its glory, and his seemingly endless series of misadventures.",http://books.google.com/books/content?id=Zx5xDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,{'Farley Mowat'},,,,,
1675,The Desperate People,{'Caribou Eskimos'},1959,305,,,,,NOT_MATURE,en,"Story of suffering and partial extinction of Ihalmiut Eskimo, District of Keewatin, NWT.",http://books.google.com/books/content?id=GXINAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,{'Farley Mowat'},,,,,
1676,Never Cry Wolf,{'Nature'},2009-01-13,288,,,4.5,5,NOT_MATURE,en,"EYE TO EYE WITH DEATH: THE WOLF PROJECT Hordes of bloodthirsty wolves are slaughtering the arctic caribou, and the government's Wildlife Service assigns naturalist Farley Mowat to investigate. Mowat is dropped alone onto the frozen tundra, where he begins his mission to live among the howling wolf packs and study their ways. Contact with his quarry comes quickly, and Mowat discovers not a den of marauding killers but a courageous family of skillful providers and devoted protectors of their young. As Mowat comes closer to the wolf world, he comes to fear with them the onslaught of bounty hunters and government exterminators out to erase the noble wolf community from the Arctic. Never Cry Wolf is one of the brilliant narratives on the myth and magic of wild wolves and man's true place among the creatures of nature. ""We have doomed the wolf not for what it is, but for what we deliberately and mistakenly perceive it to be — the mythologized epitome of a savage, ruthless killer — which is, in reality, no more than the reflected image of ourself."" — From the new Preface",http://books.google.com/books/content?id=AFxC9sGNGeIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,{'Farley Mowat'},,,,,
1677,My Discovery of America,{'Admission of nonimmigrants'},1985,125,,,5,1,NOT_MATURE,en,,http://books.google.com/books/content?id=h7cfAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,{'Farley Mowat'},,,,,
1678,The Boat who Wouldn't Float,"{'Authors, Canadian'}",1974,263,,,,,NOT_MATURE,en,,http://books.google.com/books/content?id=fUVyT43TqZIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,{'Farley Mowat'},,,,,
1679,The New Founde Land,{'Fiction'},1990,448,,,,,NOT_MATURE,en,,http://books.google.com/books/content?id=futWqMD731wC&printsec=frontcover&img=1&zoom=1&source=gbs_api,{'Farley Mowat'},,,,,
1680,A Farley Mowat Reader,"{'Authors, Canadian'}",1997,192,,,,,NOT_MATURE,en,A delicious mix of Mowat's much-loved prose stories for readers of all ages.,http://books.google.com/books/content?id=UPFSKAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,{'Farley Mowat'},,,,,
1681,The Boat Who Wouldn't Float,{'Fiction'},1984-04-01,256,,,4.5,6,NOT_MATURE,en,A humorous account of the author's excursions through the Maritime Provinces in a thirty-one-foot craft that was barely seaworthy,http://books.google.com/books/content?id=8fakgDSWbdcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,{'Farley Mowat'},,,,,
1682,Canada North Now,{'Canada (Nord)'},1976,191,,,,,NOT_MATURE,en,An historical and general account of northern Canada designed to make southern Canadians more aware of the North.,http://books.google.com/books/content?id=o216AAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,{'Farley Mowat'},,,,,
1683,The Regiment,{'Fiction'},2016-07-30,408,https://play.google.com/store/books/details?id=z5mACgAAQBAJ&rdid=book-z5mACgAAQBAJ&rdot=1&source=gbs_api,10.21,,,NOT_MATURE,en,"The story of an astonishing band of Canadian soldiers and their part in the Allied victory in Italy. The Hastings and Prince Edward Regiment (the Hasty Ps) was Canada’s most decorated regiment in the Second World War, winning thirty-one battle honours. Famed for their role in the Allied invasion of Sicily and the conquest of Italy, for six years the members of the regiment suffered brutal conditions, fighting bravely in the face of fierce opposition from the enemy, and ultimately triumphing. In The Regiment (originally published in 1955), Farley Mowat, famed Canadian fiction writer and regiment member, tells the story of the Hasty Ps, from their recruitment in September 1939 until the end of the war. Mowat was a second lieutenant and platoon leader with the regiment, and writes movingly of the great suffering his fellow soldiers endured, their bravery in battle, and the lasting friendships he forged as a member of the group.",http://books.google.com/books/content?id=z5mACgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,{'Farley Mowat'},,,,,
1684,Gorillas in the Mist,{'Biography & Autobiography'},2009-10-13,504,,,,,NOT_MATURE,en,"Originally titled Virunga, this is the story of Dian Fossey, the mountain gorillas’ greatest champion and martyr. Based on Fossey’s personal papers and on interviews with her colleagues, friends, and enemies, Gorillas in the Mist reveals one woman’s passion for life — and the creatures who share it with us.",http://books.google.com/books/content?id=xjL6XXL8TrMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,{'Farley Mowat'},,,,,
1685,Rescue the Earth!,{'Social Science'},1990,282,,,,,NOT_MATURE,en,,http://books.google.com/books/content?id=YPHaAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,{'Farley Mowat'},,,,,
1686,Sibir,{'Siberia (Russia)'},1973,313,,,,,NOT_MATURE,en,,http://books.google.com/books/content?id=pPSEgm0TNQsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,{'Farley Mowat'},,,,,
1687,Ordeal by Ice,{'Fiction'},1989,510,,,,,NOT_MATURE,en,"""Ordeal by Ice"" is the thrilling account of the great Northern explorers: men who struggled, starved, and finally conquered the capricious forces of the bitter Northern winter in a centuries-long search for the Northwest Passage. The stories, compiled by award-winning author Farley Mowat and presented in gripping, firsthand narratives, capture both the stark drama of the struggle for survival and the breathtaking panorama of virgin Arctic lands.",http://books.google.com/books/content?id=ERpuPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,{'Farley Mowat'},,,,,
1688,High Latitudes,{'Biography & Autobiography'},2003,300,,,3,4,NOT_MATURE,en,The author describes his journey to Northern Canada to research a book in 1966.,http://books.google.com/books/content?id=g2B6AAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,{'Farley Mowat'},,,,,
1689,The Farfarers,{'America'},2002,528,,,4,1,NOT_MATURE,en,"In this provocative bestseller, Farley Mowat challenges the conventional notion that the Vikings were the first Europeans to reach northern Canada. Mowat offers instead an unforgettable portrait of the Albans, a race originating from the island now known as Britain. Battered by repeated invasions from their aggressive neighbours -- Celt, Roman and Norse -- the Albans boarded seaworthy, skin-covered boats and fled west. Their search for safety, and for the massive walrus herds on which their survival depended, took them first to Iceland, then to Greenland, and, finally, to the land now known as Newfoundland and Labrador. Skillfully weaving together clues gathered from forty years of research, Mowat presents a fascinating account of a forgotten history. The Farfarers affirms Mowat's status as one of Canada's most powerful chroniclers. From the Trade Paperback edition.",http://books.google.com/books/content?id=85upswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,{'Farley Mowat'},,,,,
1690,High Latitudes,{'Travel'},2012-08-01,320,,,,,NOT_MATURE,en,"Ideal for fans of Master a Million and Blue Latitudes Chronicles Mowat’s hazardous 1966 journey across northern Canada A must-have for wilderness lovers Farley Mowat is a world-renowned author. More than 17 million of his books have sold, and the New York Times calls him a “master storyteller.” In High Latitudes, Farley Mowat hoped to write a book that would let northern people speak for themselves and would expose the false view of the North as “a bloody great wasteland” with no people in it. That perspective led to resource developers abusing the land however they chose. For several reasons that Mowat explains, he did not write that book when he originally wanted to. At long last, here it is. Within its pages are the original conversations that Mowat recorded during his journey. Mowat is a natural and a master storyteller, which old fans will remember and new fans will quickly learn. In old-fashioned Mowat style, the legendary writer shares a glorious narrative filled with breathtaking nature writing, larger-than-life characters, suspenseful storytelling, pitiless rage, ferocious humor, compassionate concern, and iconoclastic insights. In her foreword, Margaret Atwood writes, “High Latitudes gives us, with passion and insight, a vertical section of time past—the time that preceded our present. The choices that were made then affect our now, just as the choices we make now will determine the future…”",http://books.google.com/books/content?id=5jEHywAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,{'Farley Mowat'},,,,,
1691,Sea of Slaughter,{'History'},2004,420,,,,,NOT_MATURE,en,"The northeastern seaboard of the United States and Canada, from Cape Cod to Labrador, was the first region in North America to suffer from human exploitation. In this timeless narrative, Farley Mowat describes in harrowing detail the devastation inflicted upon the birds, whales, fish, and mammals of this icy coast -- from polar bears and otters to cod, seals, and ducks. Since its first publication some 20 years ago, this powerful work has served as both a warning to humanity and an inspiration for change.",http://books.google.com/books/content?id=Hg9mIvtdxm8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,{'Farley Mowat'},,,,,
1692,Owls in the Family by Farley Mowat,{'Activity programs in education'},1999-02,28,,,,,NOT_MATURE,en,"New ways to teach reading, writing and the love of literature.",http://books.google.com/books/content?id=WjoSAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"{'Farley Mowat', 'Gloria Levine'}",,,,,
1693,Born Naked,{'Biography & Autobiography'},2013-06-14,256,https://play.google.com/store/books/details?id=uRwrAAAAQBAJ&rdid=book-uRwrAAAAQBAJ&rdot=1&source=gbs_api,19.95,3.5,3,NOT_MATURE,en,"Farley Mowat's outrageous memoir begins with his unlikely conception in a canoe and continues to his boyhood fascination with creatures of the natural world and on to his youthful rambles and adventures. To his immense pleasure and his parents' dismay, he adopted various beasts (whom he affectionately calls ""The Others"") as roommates. In this boyhood memoir, he recounts the exploits of this second family, who have been the subjects of many of his beloved books for young readers. This is the tale of a mischievous, immensely gifted young naturalist, recounted with the wisdom, humor and grown-up perspective of a very talented writer.",http://books.google.com/books/content?id=uRwrAAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,{'Farley Mowat'},,,,,
1694,The Regiment,{'History'},1989-01-01,378,,,3,1,NOT_MATURE,en,"A true-life saga of human drama, violence and tragedy, The Regiment is bestselling author Farley Mowat’s first-hand account of his experiences during World War II in the Hastings and Prince Edward Regiment. All the heroism – and the horror – of the “Hasty P’s” are relived in these pages: the gruelling months of training in Britain; the baptism by fire in Sicily, 1943; the determined struggle through rugged mountain terrain to the battlefields of northwest Europe. As a platoon commander, and later as an intelligence officer, Mowat was an integral part of the Regiment’s action. He vividly portrays the events of the war with humour, compassion and a wealth of evocative detail. The Regiment is Farley Mowat at his best – incisive, stirring and altogether unforgettable.",,{'Farley Mowat'},,,,,
1695,My Father's Son,"{'Authors, Canadian'}",1993,384,,,5,1,NOT_MATURE,en,"""The best wartime memoir written by a Canadian.""--The Toronto Star It was an era of hope, heroism, and upheaval, a time of tragedy and unexpected humor. Now, through an extraordinary series of original letters exchanged with his parents, along with a connecting narrative, Farley Mowat brings those pivotal World War II years back to life, re-creating his own experiences as a member of the First Canadian Infantry--a division that fought its way up the Italian ""boot"" in a series of savage and bloody battles.This continuation of the story related in And No Birds Sang is perhaps Farley Mowat's most personal work to date. My Father's Son is not only a remarkable evocation of a bygone era of innocence and idealism but also a testament to family loyalty and affection--a record of the enduring love between a father and a son.",http://books.google.com/books/content?id=YTwGQSpltvsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"{'Farley Mowat', 'Angus Mowat', 'Mowat, Helen Anne'}",,,,,
1696,Wake of the Great Sealers,{'Canada'},1973,159,,,,,NOT_MATURE,en,Semi-fictitious account of the lives of Newfoundland sealers in the 19th and early 20th centuries.,http://books.google.com/books/content?id=DxruAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,{'Farley Mowat'},,,,,
1697,Bay of Spirits,{'Biography & Autobiography'},2009-01-13,376,https://play.google.com/store/books/details?id=BOUNuXx1ASoC&rdid=book-BOUNuXx1ASoC&rdot=1&source=gbs_api,12.99,,,NOT_MATURE,en,"In 1957, Farley Mowat shipped out aboard one of Newfoundland’s famous coastal steamers, tramping from outport to outport along the southwest coast. The indomitable spirit of the people and the bleak beauty of the landscape would lure him back again and again over the years. In the process of falling in love with a people and a place, Mowat also met the woman who would be the great love of his life. A stunningly beautiful and talented young artist, Claire Wheeler insouciantly climbed aboard Farley’s beloved but jinxed schooner as it lay on the St. Pierre docks, once again in a cradle for repairs, and changed both their lives forever. This is the story of that love affair, of summers spent sailing the Newfoundland coast, and of their decision to start their life together in Burgeo, one of the province’s last remaining outports. It is also an unforgettable portrait of the last of the outport people and a way of life that had survived for centuries but was now passing forever. Affectionate, unsentimental, this is a burnished gem from an undiminished talent. I was inside my vessel painting the cabin when I heard the sounds of a scuffle nearby. I poked my head out the companionway in time to see a lithesome young woman swarming up the ladder which leaned against Happy Adventure’s flank. Whining expectantly, the shipyard dog was endeavouring to follow this attractive stranger. I could see why. As slim and graceful as a ballet dancer (which, I would later learn, was one of her avocations), she appeared to be wearing a gleaming golden helmet (her own smoothly bobbed head of hair) and was as radiantly lovely as any Saxon goddess. I invited her aboard, while pushing the dog down the ladder. “That’s only Blanche,” I reassured my visitor. “He won’t bite. He’s just, uh . . . being friendly.” “That’s nice to know,” she said sweetly. Then she smiled . . . and I was lost. –From Bay of Spirits",http://books.google.com/books/content?id=BOUNuXx1ASoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,{'Farley Mowat'},,,,,
1698,People of the Deer,{'Biography & Autobiography'},2009-07-21,287,,,4,8,NOT_MATURE,en,"In 1886, the Ihalmiut people of northern Canada numbered seven thousand; by 1946, when Farley Mowat began his two-year stay in the Arctic, the population had fallen to just forty. With them, he observed for the first time the phenomenon that would inspire him for the rest of his life: the millennia-old migration of the Arctic's caribou herds. He also endured bleak, interminable winters, suffered agonizing shortages of food, and witnessed the continual, devastating intrusions of outsiders bent on exploitation. Here, in this classic and first book to demonstrate the mammoth literary talent that would produce some of the most memorable books of the next half-century, best-selling author Farley Mowat chronicles his harrowing experiences. People of the Deer is the lyrical ethnography of a beautiful and endangered society. It is a mournful reproach to those who would manipulate and destroy indigenous cultures throughout the world. Most of all, it is a tribute to the last People of the Deer, the diminished Ihalmiuts, whose calamitous encounter with our civilization resulted in their unnecessary demise.",http://books.google.com/books/content?id=4YnqyoM4i-gC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,{'Farley Mowat'},,,,,
1699,Beloved,{'Fiction'},2004,321,,,3.5,49,NOT_MATURE,en,"Sethe, an escaped slave living in post-Civil War Ohio with her daughter and mother-in-law, is haunted persistently by the ghost of the dead baby girl whom she sacrificed, in a new edition of the Nobel Laureate's Pulitzer Prize-winning novel. Reader's Guide available. Reprint. 60,000 first printing.",http://books.google.com/books/content?id=bm-KDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,{'Toni Morrison'},,,,,
1700,Playing in the Dark,{'Literary Criticism'},2007-07-24,112,https://play.google.com/store/books/details?id=2dVas48cQNgC&rdid=book-2dVas48cQNgC&rdot=1&source=gbs_api,11.99,4,9,NOT_MATURE,en,"An immensely persuasive work of literary criticism that opens a new chapter in the American dialogue on race—and promises to change the way we read American literature. Morrison shows how much the themes of freedom and individualism, manhood and innocence, depended on the existence of a black population that was manifestly unfree--and that came to serve white authors as embodiments of their own fears and desires. According to the Chicago Tribune, Morrison ""reimagines and remaps the possibility of America."" Her brilliant discussions of the ""Africanist"" presence in the fiction of Poe, Melville, Cather, and Hemingway leads to a dramatic reappraisal of the essential characteristics of our literary tradition. Written with the artistic vision that has earned the Nobel Prize-winning author a pre-eminent place in modern letters, Playing in the Dark is an invaluable read for avid Morrison admirers as well as students, critics, and scholars of American literature.",http://books.google.com/books/content?id=2dVas48cQNgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,{'Toni Morrison'},,,,,
1701,Tar Baby,{'Fiction'},2007-07-24,320,https://play.google.com/store/books/details?id=9gj8RUBHaIYC&rdid=book-9gj8RUBHaIYC&rdot=1&source=gbs_api,11.99,3.5,15,NOT_MATURE,en,"Ravishingly beautiful and emotionally incendiary, Tar Baby is Toni Morrison’s reinvention of the love story. Jadine Childs is a black fashion model with a white patron, a white boyfriend, and a coat made out of ninety perfect sealskins. Son is a black fugitive who embodies everything she loathes and desires. As Morrison follows their affair, which plays out from the Caribbean to Manhattan and the deep South, she charts all the nuances of obligation and betrayal between blacks and whites, masters and servants, and men and women.",http://books.google.com/books/content?id=9gj8RUBHaIYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,{'Toni Morrison'},,,,,
1702,Love,{'Fiction'},2008-12-26,208,,,4,2,NOT_MATURE,en,"A haunting and affecting meditation on love from the Nobel-prize winning author of Beloved. May, Christine, Heed, Junior, Vida – even L – all are women obsessed with Bill Cosey. He shapes their yearnings for a father, husband, lover, guardian, and friend. This audacious vision from a master storyteller on the nature of love – its appetite, its sublime possession, and its consuming dread – is rich in characters and dramatic events, and in its profound sensitivity to just how alive the past can be. Sensual, elegiac and unforgettable, Love ultimately comes full circle to that indelible, overwhelming first love that marks us forever. Winner of the PEN/Saul Bellow award for achievement in American fiction ‘Love is her best work...a slender but mesmerising tale’ Evening Standard",http://books.google.com/books/content?id=C7RvJQhqOeYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,{'Toni Morrison'},,,,,
1703,Conversations with Toni Morrison,{'Biography & Autobiography'},1994,293,,,5,1,NOT_MATURE,en,"Interviews from over the course of her career document Morrison's views about fiction, writing technique, and the role of the novelist",http://books.google.com/books/content?id=iYvE9-i_g9AC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,{'Toni Morrison'},,,,,
1704,Home,{'Fiction'},2012-05-08,208,,,3.5,996,NOT_MATURE,en,"The latest novel from Nobel Prize winner Toni Morrison. An angry and self-loathing veteran of the Korean War, Frank Money finds himself back in racist America after enduring trauma on the front lines that left him with more than just physical scars. His home--and himself in it--may no longer be as he remembers it, but Frank is shocked out of his crippling apathy by the need to rescue his medically abused younger sister and take her back to the small Georgia town they come from, which he's hated all his life. As Frank revisits the memories from childhood and the war that leave him questioning his sense of self, he discovers a profound courage he thought he could never possess again. A deeply moving novel about an apparently defeated man finding himself--and his home.",http://books.google.com/books/content?id=Oufokin__d4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,{'Toni Morrison'},,,,,
1705,The Dancing Mind,{'Literary Criticism'},2007-07-24,24,https://play.google.com/store/books/details?id=IVGELRwi76sC&rdid=book-IVGELRwi76sC&rdot=1&source=gbs_api,9.99,5,1,NOT_MATURE,en,"On the occasion of her acceptance of the National Book Foundation Medal for Distinguished Contribution to American Letters on the sixth of November, 1996, Nobel laureate Toni Morrison speaks with brevity and passion to the pleasures, the difficulties, the necessities, of the reading/writing life in our time.",http://books.google.com/books/content?id=IVGELRwi76sC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,{'Toni Morrison'},,,,,
1706,"The Nobel Lecture In Literature, 1993",{'Literary Criticism'},2009-01-16,40,https://play.google.com/store/books/details?id=rzbW1ssCCp0C&rdid=book-rzbW1ssCCp0C&rdot=1&source=gbs_api,7.99,4.5,2,NOT_MATURE,en,"Toni Morrison, winner of the 1993 Nobel Prize in Literature, reads the speech she delivered in Stockholm, Sweden, at the Nobel Prize Award Ceremony.",http://books.google.com/books/content?id=rzbW1ssCCp0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,{'Toni Morrison'},,,,,
1707,A Mercy,{'Fiction'},2009-08-11,224,,,4,30,NOT_MATURE,en,"A powerful tragedy distilled into a small masterpiece by the Nobel Prize-winning author of Beloved and, almost like a prelude to that story, set two centuries earlier. Jacob is an Anglo-Dutch trader in 1680s United States, when the slave trade is still in its infancy. Reluctantly he takes a small slave girl in part payment from a plantation owner for a bad debt. Feeling rejected by her slave mother, 14-year-old Florens can read and write and might be useful on his farm. Florens looks for love, first from Lina, an older servant woman at her new master's house, but later from the handsome blacksmith, an African, never enslaved, who comes riding into their lives . . . At the novel's heart, like Beloved, it is the ambivalent, disturbing story of a mother and a daughter – a mother who casts off her daughter in order to save her, and a daughter who may never exorcise that abandonment.",http://books.google.com/books/content?id=pJGjhmJd4VYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,{'Toni Morrison'},,,,,
1708,Toni Morrison,{'Biography & Autobiography'},2008,265,,,4.5,2,NOT_MATURE,en,"Thirty years of interviews with the author of The Bluest Eye, Song of Solomon, Beloved, and other novels",http://books.google.com/books/content?id=eV9_8v4pTzsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,{'Toni Morrison'},,,,,
1709,The Night In Question,{'Fiction'},2010-09-01,224,https://play.google.com/store/books/details?id=A_YJn1kN-BMC&rdid=book-A_YJn1kN-BMC&rdot=1&source=gbs_api,10.99,4.5,4,NOT_MATURE,en,"One of the sinuous and subtly crafted stories in Tobias Wolff's new collection--his first in eleven years--begins with a man biting a dog. The fact that Wolff is reversing familiar expectations is only half the point. The other half is that Wolff makes the reversal seem inevitable: the dog has attacked his protagonist's young daughter. And everywhere in The Night in Question, we are reminded that truth is deceptive, volatile, and often the last thing we want to know. A young reporter writes an obituary only to be fired when its subject walks into his office, very much alive. A soldier in Vietnam goads his lieutenant into sending him on increasingly dangerous missions. An impecunious mother and son go window-shopping for a domesticity that is forever beyond their grasp. Seamless, ironic, dizzying in their emotional aptness, these fifteen stories deliver small, exquisite shocks that leave us feeling invigorated and intensely alive.",http://books.google.com/books/content?id=A_YJn1kN-BMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,{'Tobias Wolff'},,,,,
1710,This Boy's Life,{'Biography & Autobiography'},2007-12-01,304,https://play.google.com/store/books/details?id=36Br3cIfKzUC&rdid=book-36Br3cIfKzUC&rdot=1&source=gbs_api,15.99,3.5,39,NOT_MATURE,en,"This unforgettable memoir, by one of our most gifted writers, introduces us to the young Toby Wolff, by turns tough and vulnerable, crafty and bumbling, and ultimately winning. Separated by divorce from his father and brother, Toby and his mother are constantly on the move, yet they develop an extraordinarily close, almost telepathic relationship. As Toby fights for identity and self-respect against the unrelenting hostility of a new stepfather, his experiences are at once poignant and comical, and Wolff does a masterful job of re-creating the frustrations and cruelties of adolescence. His various schemes - running away to Alaska, forging checks, and stealing cars - lead eventually to an act of outrageous self-invention that releases him into a new world of possibility.",http://books.google.com/books/content?id=36Br3cIfKzUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,{'Tobias Wolff'},,,,,
1711,Two Boys and a Girl,{'Friendship in youth'},1996,46,,,,,NOT_MATURE,en,"The Bloomsbury Birthday Quids are small editions of short stories by major writers, in a format and style of the Bloomsbury Classics. Printed on high-quality paper, designed by Jeff Fisher, the books should become collectors' items. This title is Two Boys and a Girl by Tobias Wolff.",http://books.google.com/books/content?id=NGZeGwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,{'Tobias Wolff'},,,,,
1712,The Barracks Thief,{'Fiction'},2014-08-19,112,https://play.google.com/store/books/details?id=A-y2AwAAQBAJ&rdid=book-A-y2AwAAQBAJ&rdot=1&source=gbs_api,6.99,4,4,NOT_MATURE,en,"The Barracks Thief is the story of three young paratroopers waiting to be shipped out to Vietnam. Brought together one sweltering afternoon to stand guard over an ammunition dump threatened by a forest fire, they discover in each other an unexpected capacity for recklessness and violence. Far from being alarmed by this discovery, they are exhilarated by it; they emerge from their common danger full of confidence in their own manhood and in the bond of friendship they have formed. This confidence is shaken when a series of thefts occur. The author embraces the perspectives of both the betrayer and the betrayed, forcing us to participate in lives that we might otherwise condemn, and to recognize the kinship of those lives to our own.",http://books.google.com/books/content?id=A-y2AwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,{'Tobias Wolff'},,,,,
1713,In Pharaoh's Army,{'Biography & Autobiography'},2010-09-01,240,https://play.google.com/store/books/details?id=RGNCXtb0nS4C&rdid=book-RGNCXtb0nS4C&rdot=1&source=gbs_api,11.99,4,20,NOT_MATURE,en,"Whether he is evoking the blind carnage of the Tet offensive, the theatrics of his fellow Americans, or the unraveling of his own illusions, Wolff brings to this work the same uncanny eye for detail, pitiless candor and mordant wit that made This Boy's Life a modern classic.",http://books.google.com/books/content?id=RGNCXtb0nS4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,{'Tobias Wolff'},,,,,
1714,In The Garden Of The North American Martyrs,{'Fiction'},2009-10-13,192,https://play.google.com/store/books/details?id=TVZzL8LNgtAC&rdid=book-TVZzL8LNgtAC&rdot=1&source=gbs_api,5.99,4,2,NOT_MATURE,en,"Among the characters you'll find in this collection of twelve stories by Tobias Wolff are a teenage boy who tells morbid lies about his home life, a timid professor who, in the first genuine outburst of her life, pours out her opinions in spite of a protesting audience, a prudish loner who gives an obnoxious hitchhiker a ride, and an elderly couple on a golden anniversary cruise who endure the offensive conviviality of the ship's social director. Fondly yet sharply drawn, Wolff's characters stumble over each other in their baffled yet resolute search for the ""right path.""",http://books.google.com/books/content?id=TVZzL8LNgtAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,{'Tobias Wolff'},,,,,
1715,Flapper,{'History'},2009-02-04,352,https://play.google.com/store/books/details?id=TIiL9OVQXhEC&rdid=book-TIiL9OVQXhEC&rdot=1&source=gbs_api,11.99,3.5,7,NOT_MATURE,en,"Flapper is a dazzling look at the women who heralded a radical change in American culture and launched the first truly modern decade. The New Woman of the 1920s puffed cigarettes, snuck gin, hiked her hemlines, danced the Charleston, and necked in roadsters. More important, she earned her own keep, controlled her own destiny, and secured liberties that modern women take for granted. Flapper is an inside look at the 1920s. With tales of Coco Chanel, the French orphan who redefined the feminine form; Lois Long, the woman who christened herself “Lipstick” and gave New Yorker readers a thrilling entrée into Manhattan’s extravagant Jazz Age nightlife; three of America’s first celebrities: Clara Bow, Colleen Moore, and Louise Brooks; Dallas-born fashion artist Gordon Conway; Zelda and Scott Fitzgerald, whose swift ascent and spectacular fall embodied the glamour and excess of the era; and more, this is the story of America’s first sexual revolution, its first merchants of cool, its first celebrities, and its most sparkling advertisement for the right to pursue happiness. Whisking us from the Alabama country club where Zelda Sayre first caught the eye of F. Scott Fitzgerald to Muncie, Indiana, where would-be flappers begged their mothers for silk stockings, to the Manhattan speakeasies where patrons partied till daybreak, historian Joshua Zeitz brings the 1920s to exhilarating life.",http://books.google.com/books/content?id=TIiL9OVQXhEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,{'Joshua Zeitz'},,,,,
1716,Lincoln's Boys,{'Biography & Autobiography'},2014,390,,,4,2,NOT_MATURE,en,A timely and intimate look into the 16th President's White House through the lives of two of his closest aides and confidants draws on letters and diaries to evaluate their roles in every seminal event from the signing of the Emancipation Proclamation to the delivery of the Gettysburg Address and their fight to establish an assassinated Lincoln's heroic legacy. (This book was previously featured in Forecast.),http://books.google.com/books/content?id=sl6JDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,{'Joshua Zeitz'},,,,,
