,first_name,last_name,on_tour,bestsellers,spotlight,image
744,Kimberly Willis,Holt,False,False,"<b>Kimberly Willis Holt</b>&nbsp;is the author of&nbsp;<i>Piper Reed, the Great Gypsy</i>;<b>&nbsp;</b><i>Piper Reed, Navy Brat</i>;&nbsp;and several award-winning novels, including&nbsp;<i>Part of Me</i>;&nbsp;<i>Keeper of the Night</i>;&nbsp;<i>My Louisiana Sky</i>; and&nbsp;<i>When Zachary Beaver Came to Town</i>, which received the National Book Award for Young People's Literature. A former Navy brat herself, Ms. Holt lived all over the world as a child, and now resides in West Texas with her family. To learn more about Kimberly, visit her website at kimberlywillisholt.com",https://images.randomhouse.com/author/13378
745,Edwidge,Danticat,False,False,"<p><b>EDWIDGE DANTICAT</b>&#160;is the author of numerous books, including&#160;<i>The Art of Death</i>, a National Book Critics Circle finalist;&#160;<i>Claire of the Sea Light</i>, a&#160;<i>New York Times</i>Notable Book;&#160;<i>Brother, I'm Dying</i>, a National Book Critics Circle Award winner and National Book Award finalist;&#160;<i>The Dew Breaker</i>, a PEN/Faulkner Award finalist and winner of the inaugural Story Prize;&#160;<i>The Farming of Bones</i>, an American Book Award winner;&#160;<i>Breath, Eyes, Memory</i>, an Oprah's Book Club selection; and&#160;<i>Krik? Krak!</i>, also a National Book Award finalist. A 2018 Neustadt International Prize for Literature winner and the recipient of a MacArthur ""Genius"" grant, she has been published in&#160;<i>The New Yorker</i>,&#160;<i>The New York Times, Harper's Magazine</i>, and elsewhere.<br><br><b>EDWIDGE DANTICAT&#160;</b>is available for select readings and lectures. To inquire about a possible appearance, please contact Penguin Random House Speakers Bureau at speakers@penguinrandomhouse.com or visit prhspeakers.com.</p>",https://images.randomhouse.com/author/6387
746,Richard,Bausch,False,False,"Richard Bausch is the author of twelve novels and eight previous volumes of short stories. He is a recipient of the REA Award For The Short Story, the PEN/Malamud Award, a Guggenheim Fellowship, the Lila Wallace&ndash;Reader&rsquo;s Digest Award, the Literature Award from the American Academy of Arts and Letters, and The Dayton Literary Peace Prize for his novel <i>Peace</i>. He is past Chancellor of The Fellowship of Southern Writers, and his work is widely anthologized, including in <i>Pushcart Prize Stories, The O. Henry Awards</i>, <i>Best American Short Stories</i>, and <i>New Stories from the South</i>. He is on the Writing Faculty of Chapman University in Orange, California.<br> &#160;<br> www.richardbausch.com",https://images.randomhouse.com/author/1660
747,Dayton,Duncan,False,False,"<b>DAYTON DUNCAN,</b>&#160;writer and producer of&#160;<i>Country Music,&#160;</i>is the author of twelve other books, including&#160;<i>Out West: An American Journey Along the Lewis and Clark Trail,</i>&#160;in which he retraced the historic route of the expedition. He has worked with Ken Burns as a writer and producer of documentary films for nearly thirty years.",https://images.randomhouse.com/author/7573
748,Tim,Cook,False,False,"TIM COOK is the Great War historian at the Canadian War Museum, as well as an adjunct professor at Carleton University. In 2008 he won the J.W. Dafoe Prize for At the Sharp End and again in 2018 for Vimy; Shock Troops won the 2009 Charles Taylor Prize for Literary Non-Fiction. In 2013, Cook received the Pierre Berton Award for popularizing Canadian history. He is a member of the Order of Canada.",https://images.randomhouse.com/author/255679
749,Bronson,Pinchot,False,False,"<b>Bronson Pinchot&nbsp;</b>began talking at 9 months of age. Today, half a century later, he talks into a microphone in a soundproof booth for a living. In between, he attended Yale University as well as the acting programs at Shakespeare &amp; Co. and Circle-in-the-Square, logged in well over 200 episodes of television, starred or costarred in a bouquet of films, plays, musicals, and Shakespeare on Broadway and in London, and developed a passion for Greek revival architecture.",https://images.randomhouse.com/author/48242
750,Karen,Essex,False,False,"<b>Karen Essex&nbsp;</b>is the author of&nbsp;<i>Kleopatra</i>,&nbsp;<i>Pharaoh</i>, <i>Stealing Athena, Dracula in Love,&nbsp;</i>and the international bestseller&nbsp;<i>Leonardo&rsquo;s Swans,&nbsp;</i>which won Italy&rsquo;s prestigious 2007<i>&nbsp;</i>Premio<i>&nbsp;</i>Roma for foreign fiction<i>.&nbsp;</i>An award-winning journalist and a screenwriter, she lives in Los Angeles, California. &nbsp;",https://images.randomhouse.com/author/68897
751,Sarah,Mlynowski,False,False,"<b>Sarah Mlynowski </b>is the author of the Magic in Manhattan and Whatever After series, as well as&nbsp;<i>Gimme a Call, Ten Things We Did (and Probably Shouldn't Have), Milkrun,</i>&nbsp;and more. Her books have been translated into more than 20 languages. Sarah was born in Montreal but lives and writes in New York City.",https://images.randomhouse.com/author/58700
752,Kathleen,McInerney,False,False,"<b>Kathleen McInerney&nbsp;</b>is a classically trained actress and award-winning audio book narrator (Earphone, Audie, and ALSC Notable Children&rsquo;s Recording, among others) who has recorded numerous titles by bestselling authors. She has performed in New York City and in regional theaters across the country. Her credits also include television commercials, daytime drama, radio plays, and a broad range of animation voice-overs.",https://images.randomhouse.com/author/44376
753,Lisa,Grunwald,False,False,"<b>Lisa Grunwald</b>&#160;is the author of the novels&#160;<i>The Irresistible Henry House</i>,&#160;<i>Whatever Makes You Happy</i>,&#160;<i>New Year's Eve</i>,&#160;<i>The Theory of Everything</i>, and&#160;<i>Summer</i>. Along with her husband,&#160;<i>Reuters</i>&#160;Editor-in-Chief Stephen J. Adler, she edited the anthologies&#160;<i>The Marriage Book</i>,&#160;<i>Women's Letters</i>, and&#160;<i>Letters of the Century</i>. Grunwald is a former contributing editor to<i>Life</i>&#160;and former features editor of&#160;<i>Esquire</i>. She lives in New York City.",https://images.randomhouse.com/author/11283
754,Rudy,Wiebe,False,False,"Rudy Wiebe was born on October 4, 1934, in an isolated farm community of about 250 people in a rugged but lovely region near Fairholme, Saskatchewan. His parents had escaped Soviet Russia with five children in 1930, part of the last generation of homesteaders to settle the Canadian West, and part of a Mennonite history of displacement and emigration through Europe and Asia to North and South America since the seventeenth century. In 1947 his family gave up their bush farm and moved to Coaldale, Alberta, a town east of Lethbridge peopled largely by Ukrainians, Mennonites, Mormons, and Central Europeans, as well as Japanese, who ended up there during WW II.<br><br>Rudy Wiebe read as much as possible from an early age; his first reading materials were the Bible, the Eaton's catalogue and the <i>Free Press Weekly Prairie Farmer</i>; he also recalls listening to his parents&#8217; stories of Russia. By Grade 4, he had read through the two shelves of books available in the one-room schoolhouse. Growing up, he enjoyed <b>Les Miserables, Toilers of the Sea, David Copperfield, Tom Brown's Schooldays</b>, Greek myths and Norse legends. Later an admirer of Faulkner, M&#225;rquez, Borges and Tolstoy, Wiebe has always held to the fundamentals of plot, character and, above all, story. He believes stories should begin in the specific and local but expand into &#8220;a human truth larger than any individual.&#8221;<br><br>Wiebe won his first prize for fiction while studying literature at the University of Alberta, where he enrolled in a writing class and began producing poems, plays and stories. His winning story in a Canada-wide contest recounted a young boy&#8217;s response to the death of his sister &#8211; based on Wiebe&#8217;s own experience &#8211; and was published in the magazine <i>Liberty</i> in 1956. After earning his B.A., Wiebe left for the ancient University of T&#252;bingen in West Germany on a Rotary Fellowship to study literature and theology, an experience that increased his respect for older and richer communities. Tena Isaak of British Columbia joined him there and they were married. The couple travelled in England, Austria, Switzerland and Italy before returning to Edmonton, where Wiebe completed his M.A. in creative writing. His thesis grew into his first novel, <b>Peace Shall Destroy Many</b>. <br><br>In 1962 Wiebe earned a Bachelor of Theology degree from the Mennonite Brethren Bible College; he considered becoming a minister. He was editor of Winnipeg&#8217;s <i>Mennonite Brethren Herald</i> when <b>Peace Shall Destroy Many</b><i> </i>was published. Many conservative ministers and Mennonites in small towns objected to the novel's frank and at times unflattering portrait of community life, and there was considerable opposition to the book. &#8220;I wasn't exactly sacked as editor . . . but the committee came to me and said &#8216;Ahem.&#8217; I resigned.&#8221; The strength of this reaction made him think hard about the power of the written word, and reinforced his sense of wanting to be a writer.<br><br>Wiebe then was invited to teach at a Mennonite college in Goshen, an agricultural town in Indiana with a large Mennonite and Amish population, where he would be Assistant Professor of English from 1963 to 1967. Goshen College was a lively and stimulating intellectual community where Wiebe committed himself to writing, study, teaching and travel. &#8220;I encountered men and women of real perception . . . really literate Christians who saw themselves as Jesus's followers and at the same time were acquainted with the thoughts of others and had brought that kind of understanding to bear on what it means to be a Christian. The best thing that ever happened to me was the meetings we had every two or three weeks in one home or another &#8211; seven or eight of us, a psychiatrist, a couple of theologians, a couple of literary people. There were the best theologians there, I think, the Mennonite Church has ever had.&#8221; <br><br>Wiebe published his second novel, <b>First and Vital Candle</b>, and began to explore the western United States and the Mennonite settlements in Paraguay. He returned to Edmonton as a professor in creative writing and English at the University of Alberta, and immersed himself in Canadian literature. He wrote reviews, essays and articles, edited anthologies and was soon established as a major figure in Canadian letters. In 1973, his novel <b>The Temptations of Big Bear</b> won a Governor General's Award. Since then he has continued to win the highest praise for his books of fiction and non-fiction. He has written numerous film and television scripts, lectured internationally from Denmark to India, and given readings from Adelaide to Puerto Rico to Helsinki and Igloolik. For thirty years he taught literature and creative writing at colleges and universities in Canada, the United States and Germany. Now retired from teaching, his former students include such accomplished writers as Myrna Kostash, Aritha van Herk, Thomas Wharton and Katherine Govier.<br>  <br>Wiebe was called the first major Mennonite writer to place his community&#8217;s experience in a broader framework. Mennonites assert the fundamental authority of Scripture, especially the New Testament, as a practical guide to life. But while Wiebe imbues his work with a deep moral seriousness, his focus has always been on narrative. &#8220;I never consciously think of writing a so-called Christian novel. I don&#8217;t think Albert Camus ever thought of writing an existentialist novel, either. I think of getting at, of building, a story.&#8221; As a prairie writer, he has often concerned himself with Native stories, feeling place of birth to be more important than blood ancestry. &#8220;Those Mennonite villages in Russia are my heritage, but not my world. The world I feel and sense in my bones is the bush of northern Saskatchewan, of prairie Canada.&#8221; Native spirituality, with its vital links to the physical world, has always attracted him. But his fiction manages to transcend nationality and locale to explore the struggles of communities and individuals; his books and stories have been translated into nine European languages, as well as Chinese, Japanese and Hindi.<br><br>Whatever Wiebe&#8217;s focus in a given work, he has always chosen ambitious themes, and his work rewards readers with an intensity seldom rivalled. He is a voice of Canadian fiction that cannot be ignored, and whose work promises to endure.",https://images.randomhouse.com/author/33129
755,Bari,Weiss,False,False,"<b>Bari Weiss&#160;</b>is a writer and editor who worked for the opinion section of the&#160;<i>New York Times</i>&#160;from 2017-2020. Previously, she was an op-ed and book review editor at the&#160;<i>Wall Street Journal</i>&#160;and a senior editor at&#160;<i>Tablet,</i>&#160;the online magazine of Jewish politics and culture. She is a native of Pittsburgh and lives in New York City.",https://images.randomhouse.com/author/2200029
756,E.L.,Doctorow,False,False,"<b>E. L. Doctorow</b>&rsquo;s works of fiction include <i>Andrew&rsquo;s Brain, Homer &amp; Langley, The March, Billy Bathgate, Ragtime, The Book of Daniel, City of God, Welcome to Hard Times, Loon Lake, World&rsquo;s Fair, The Waterworks,</i> and <i>All the Time in the World. </i>Among his honors are the National Book Award, three National Book Critics Circle awards, two PEN/Faulkner awards, and the presidentially conferred National Humanities Medal. In 2009 he was shortlisted for the Man Booker International Prize, honoring a writer&rsquo;s lifetime achievement in fiction, and in 2012 he was inducted into the New York State Writers Hall of Fame and won the PEN/Saul Bellow Award for Achievement in American Fiction, which is given to an author whose &ldquo;scale of achievement over a sustained career [places] him in the highest rank of American literature.&rdquo; In 2013 he received the Gold Medal for Fiction from the American Academy of Arts and Letters and the Medal for Distinguished Contribution to American Letters from the National Book Foundation. Doctorow died in 2015.",https://images.randomhouse.com/author/7163
757,Carolina,De Robertis,False,False,"<p>CAROLINA DE ROBERTIS is the author of five novels, including&#160;<i>Cantoras,</i>&#160;winner of a Stonewall Book Award and a Reading Women Award, and a finalist for the Kirkus Prize and a Lambda Literary Award; it was also selected as a&#160;<i>New York Times</i>&#160;Editors&rsquo; Choice. Her work has been translated into seventeen languages and she has received a National Endowment for the Arts Fellowship, Italy&rsquo;s Rhegium Julii Prize, and numerous other honors. An author of Uruguayan origins, she teaches at San Francisco State University, and lives in Oakland, California, with her wife and two children.<br><br>carolinaderobertis.com<br><br></p>",https://images.randomhouse.com/author/94146
758,Amy,Grant,False,False,"Amy lives in Nashville, Tennessee, with her husband, country music star, Vince Gill.  She has four children, Matt, Millie, Sarah, and Corrina, and one stepdaughter, Jenny.",https://images.randomhouse.com/author/60651
759,James,Salter,False,False,"<b>James Salter</b>&nbsp;authored numerous books, including the novels&nbsp;<i>All That Is</i>,&nbsp;<i>Solo Faces</i>,&nbsp;<i>Light Years</i>,&nbsp;<i>A Sport and a Pastime</i>,&nbsp;<i>The Arm of Flesh&nbsp;</i>(revised as&nbsp;<i>Cassada</i>), and&nbsp;<i>The Hunters</i>; the memoirs&nbsp;<i>Gods of Tin&nbsp;</i>and&nbsp;<i>Burning the Days</i>; the collections&nbsp;<i>Dusk and Other Stories</i>, which won the 1989 PEN/Faulkner Award, and&nbsp;<i>Last Night</i>, which won the Rea Award for the Short Story and the PEN/Malamud Award; and&nbsp;<i>Life Is Meals: A Food Lover&rsquo;s Book of Days</i>, written with his wife, Kay Salter. He died in 2015.",https://images.randomhouse.com/author/26760
760,Cassandra,Morris,False,False,"<b>Cassandra Morris</b>&#160;can be seen and heard on television and radio. She is the voice of Lola on the cartoon series&#160;<i>Angelo Rules</i>, has been nominated for an Audie Award for audiobook narration, and has appeared in national commercials. She has done sketch comedy on <i>Late Show with David Letterman</i> and HBO, and studies improv at Upright Citizens Brigade Theatre.",https://images.randomhouse.com/author/70467
761,Eli,Saslow,False,False,"<b>Eli Saslow</b> is a staff writer for&#160;the<i> Washington Post</i>&#160;and a contributor to&#160;<i>ESPN The Magazine</i>. He has won a Pulitzer Prize for explanatory reporting and a George Polk Award for national reporting, and has&#160;been a finalist for the Pulitzer Prize in feature writing. His works include&#160;<i>Ten Letters: The Stories Americans Tell Their President</i> and <i>American Hunger: The Pulitzer Prize-Winning Washington Post Series.&#160;</i>He lives in Takoma Park, Maryland, with his wife and two daughters.",https://images.randomhouse.com/author/127867
762,Andrew,Clements,False,False,"<b>&#160;Andrew Clements</b> is the&#160;<i>New York Times</i>&#160;bestselling author of the beloved modern classic&#160;<i>Frindle,</i>which has sold over six million copies, won nineteen state awards (and been nominated for thirty-eight!), and been translated into more than a dozen languages around the world. Called the &ldquo;master of school stories&rdquo; by&#160;<i>Kirkus Reviews,</i>&#160;Andrew is now the author of over eighty acclaimed books for kids. He lives in Maine with his wife, Becky. They have four grown sons and two rascally cats. Visit Andrew online at andrewclements.com.",https://images.randomhouse.com/author/5134
763,Michael,Chabon,False,False,"<b>Michael Chabon</b>&#160;is the bestselling and Pulitzer Prize&ndash;winning author of&#160;<i>The Mysteries of Pittsburgh, Wonder Boys, The Amazing Adventures of Kavalier &amp; Clay, Summerland</i>&#160;(a novel for children),&#160;<i>The Final Solution, The Yiddish Policemen&rsquo;s Union,&#160;</i>and&#160;<i>Gentlemen of the Road,&#160;</i>as well as the short story collections <i>A&#160;Model World</i>&#160;and&#160;<i>Werewolves in Their Youth</i>&#160;and the essay collections&#160;<i>Maps and Legends</i> and <i>Manhood for Amateurs</i>. He is the chairman of the board of the MacDowell Colony. He lives in Berkeley, California, with his wife, the novelist Ayelet Waldman, and their children.",https://images.randomhouse.com/author/4580
764,Alexander,Masters,False,False,"Alexander Masters was born in New York in 1965 and studied physics and mathematics in London and Cambridge.  For the last five years he has worked in hostels for the homeless and run a street newspaper.  He has also been an agony aunt, a travel writer, an illustrator, and a bedspread salesman.",https://images.randomhouse.com/author/69977
765,Louis,L'Amour,False,False,"Our foremost storyteller of the American West, <b>Louis L&rsquo;Amour </b>has thrilled a nation by chronicling the adventures of the brave men and woman who settled the frontier. There are more than three hundred million copies of his books in print around the world.",https://images.randomhouse.com/author/16445
766,Kurt,Vonnegut,False,False,"Born in 1922 in Indianapolis, Indiana,&#160;<b>KURT VONNEGUT&#160;</b>was one of the few grandmasters of modern American letters. Called by the&#160;<i>New York Times</i>&#160;&ldquo;the counterculture&rsquo;s novelist,&rdquo; his works guided a generation through the miasma of war and greed that was life in the U.S. in second half of the 20th century. After a stints as a soldier, anthropology PhD candidate, technical writer for General Electric, and salesman at a Saab dealership, Vonnegut rose to prominence with the publication of<i>Cat&rsquo;s Cradle&#160;</i>in 1963. Several modern classics, including&#160;<i>Slaughterhouse-Five</i>, soon followed. Never quite embraced by the stodgier arbiters of literary taste, Vonnegut was nonetheless beloved by millions of readers throughout the world. &ldquo;Given who and what I am,&rdquo; he once said, &ldquo;it has been presumptuous of me to write so well.&rdquo; Kurt Vonnegut died in New York in 2007.",https://images.randomhouse.com/author/147299
767,Veronica,Chambers,False,False,"<b>Veronica Chambers</b> is a prolific author, best known for her critically acclaimed memoir&nbsp;<i>Mama's Girl.</i>&nbsp;She coauthored the award-winning memoir&nbsp;<i>Yes, Chef</i>&nbsp;with chef Marcus Samuelsson, as well as Samuelsson's young-adult memoir&nbsp;<i>Make It Messy</i>, and has collaborated on four&nbsp;<i>New York Times</i>&nbsp;bestsellers, most recently&nbsp;<i>32 Yolks</i>,&nbsp;which she cowrote with chef Eric Ripert. 

She has been a senior editor at the&nbsp;<i>New York Times Magazine</i>,&nbsp;<i>Newsweek</i>,&nbsp;and&nbsp;<i>Glamour.</i>&nbsp;Born in Panama and raised in Brooklyn, she writes often about her Afro-Latina heritage. She speaks, reads, and writes Spanish, but she is truly fluent in Spanglish. She is currently a John S. Knight journalism fellow at Stanford University.&nbsp;Her upcoming novel is&nbsp;<i>The Go-Between.</i> 
<i>
</i>",https://images.randomhouse.com/author/36139
768,Wesley,Chu,False,False,"WESLEY CHU was born in Taiwan and immigrated to Chicago, Illinois when he was just a pup. His debut, The Lives of Tao, earned him a Young Adult Library Services Association Alex Award and a Science Fiction Goodreads Choice Award Finalist slot. Chu is currently co-writing Shadowhunters tie-in fiction with Cassandra Clare.<br><br><i>http://wesleychu.com/</i><br><i>http://www.twitter.com/wes_chu</i>",https://images.randomhouse.com/author/307473
769,Salman,Rushdie,False,False,"<b>Salman Rushdie</b> is the author of twelve novels&mdash;<i>Grimus, Midnight&rsquo;s Children</i> (for which he won the Booker Prize and the Best of the Booker), <i>Shame, The Satanic Verses, Haroun and The Sea of Stories, The Moor&rsquo;s Last Sigh, The Ground Beneath Her Feet, Fury, Shalimar the Clown,</i> <i>The Enchantress of Florence, Luka and the Fire of Life, </i>and<i> Two Years Eight Months and Twenty-Eight Nights</i>&mdash;and one collection of short stories: <i>East, West</i>. He has also published four works of nonfiction&mdash;<i>Joseph Anton,</i> <i>The Jaguar Smile, Imaginary Homelands, </i>and <i>Step Across This Line</i>&mdash;and co-edited two anthologies, <i>Mirrorwork</i> and <i>Best American Short Stories 2008</i>. He is a member of the American Academy of Arts and Letters and a Distinguished Writer in Residence at New York University. A former president of PEN American Center, Rushdie was knighted in 2007 for services to literature.",https://images.randomhouse.com/author/26491
770,Da,Chen,False,False,"<b>Da Chen</b>, the author of <i>Brother</i>, <i>My&nbsp;Last Empress</i>, and <i>China's Son</i>, is a graduate of Columbia University Law School. A brush calligrapher of considerable spirituality who also plays the classical bamboo flute, he lives in New York's Hudson Valley with his family.",https://images.randomhouse.com/author/4766
771,Dick,Hill,False,False,"<b>Dick Hill&nbsp;</b>has been named both a Golden Voice and a Voice of the Century by&nbsp;<i>AudioFile</i>&nbsp;magazine and has earned numerous Earphones Awards for his work. He is also a three-time winner of the Audie Award, the narrator&rsquo;s most coveted honor. To learn more about Dick, visit www.dickhill.com.",https://images.randomhouse.com/author/78466
772,Allegra,Goodman,False,False,"<b>Allegra Goodman</b>&rsquo;s novels include <i>The Chalk Artist,&nbsp;The Cookbook Collector,</i> and <i>Intuition</i>. Her fiction has appeared in <i>The New Yorker</i> and <i>Best American Short Stories</i>. She is a winner of the Whiting Writer&rsquo;s Award and a fellowship at the Radcliffe Institute for Advanced Study. She lives with her family in Cambridge, Massachusetts.",https://images.randomhouse.com/author/10511
773,Julie,Buxbaum,False,False,"<p>JULIE BUXBAUM is the author of the <i>What to Say Next</i>, as well as the <i>New York Times </i>bestseller <i>Tell Me Three Things</i>, her debut young adult novel. She also wrote the critically acclaimed <i>The Opposite of Love </i>and <i>After You</i>. Her work has been translated into twenty-five languages. She lives in Los Angeles with her husband and their two young children.</p>",https://images.randomhouse.com/author/76347
774,Anita,Brookner,False,False,"<b>Anita Brookner</b> was born in London and, apart from several years in Paris, was a lifelong Londoner. She trained as an art historian and taught at the Courtauld Institute of Art until 1988. She is the author of twenty-seven books, including the Booker Prize&ndash;winning novel <i>Hotel Du Lac</i>. She died in 2016.",https://images.randomhouse.com/author/3370
775,Lynn,Crawford,False,False,"Chef <b>LYNN CRAWFORD </b>is a highly acclaimed celebrity chef and author of the bestselling cookbook Lynn Crawford's Pitchin'&#160;In, a Gourmand World Cookbook Award winner. <br><br>Chef Lynn has received tremendous media attention and international awards as the Executive Chef of the Four Seasons Hotel in Toronto and New York City. She is one of the most high-profile chefs in the country and has been invited to cook, speak, and mentor chefs and food lovers across North America. She stars in her two-time Gemini-nominated Food Network Canada hit TV show, <i>Pitchin' In</i>. Chef Lynn is the chef and owner of the restaurant Ruby Watchco and food shop Ruby Eats in Toronto, where she lives.",https://images.randomhouse.com/author/239600
776,Christopher,Paolini,False,False,"<b>Christopher Paolini</b>&#160;was born in 1983 in Southern California. His&#160;abiding love of fantasy inspired him to write the Inheritance Cycle, which quickly became an internationally bestselling series. Christopher wrote the first draft of the introductory book in the series, <i>Eragon</i>, at age 15. Christopher draws inspiration for the world of Eragon and his dragon, Saphira, from the natural beauty that surrounds his home in Montana: the tumultuous weather, the roaring Yellowstone River, and the soaring Beartooth Mountains.  Find out more about Christopher and the Inheritance Cycle at&#160;Alagaesia.com.",https://images.randomhouse.com/author/54388
777,Junot,Díaz,False,False,"<b>Junot D&iacute;az </b>was born in the Dominican Republic and raised in New Jersey. He is author of the critically acclaimed <i>Drown; The Brief Wondrous Life of Oscar Wao, </i>which won the 2008 Pulitzer Prize and the National Book Critics Circle Award; and <i>This is How You Lose Her, </i>a <i>New York Times</i> bestseller and National Book Award finalist. He is the recipient of a MacArthur &ldquo;Genius&rdquo; Fellowship, PEN/Malamud Award, Dayton Literary Peace Prize, Guggenheim Fellowship, and PEN/O. Henry Award. A graduate of Rutgers College, Diaz is currently the fiction editor at <i>Boston Review</i>, and the Rudge and Nancy Allen Professor of Writing at MIT.&nbsp;",https://images.randomhouse.com/author/2023772
778,Orhan,Pamuk,False,False,Orhan Pamuk won the Nobel Prize for Literature in 2006. His novel <i>My Name Is Red</i> won the 2003 IMPAC Dublin Literary Award. His work has been translated into more than sixty languages.,https://images.randomhouse.com/author/23141
779,Flora,Fraser,False,False,"Flora Fraser&#160;is author of&#160;<i>Beloved Emma: The Life of Emma, Lady Hamilton; The Unruly Queen: The Life of Queen Caroline; Princesses: The Six Daughters of George III;</i>&#160;and&#160;<i>Pauline Bonaparte: Venus of Empire</i>.&#160;<i>The Washingtons&#160;</i>won the George Washington Book Prize. She is chair of the Elizabeth Longford Prize for Historical Biography, established in 2003 in affectionate memory of her biographer grandmother. She lives in London.",https://images.randomhouse.com/author/9238
780,Sally,Lloyd-Jones,False,False,"<b>A NOTE FROM THE AUTHOR<br></b>I wrote <i>How to Be a Baby by Me the Big Sister</i> as a kind of revenge on my three little sisters . . . not really. But since I&#8217;m the oldest, I obviously <i>am</i> the expert here&#8211;I mean, after all, I saw them when they were babies but did they see me? And I actually held them and fed them bottles of milk, and had to look after them, and hear all their baby squawkings&#8211;but where were they when I was a baby? Exactly. Anyway, so I know things.<br><br>What I don&#8217;t know, though, is how to write an Author Spotlight. So time for some . . .<br><br><b>TRIVIA <br>Name: </b>Sally Lloyd-Jones<br><b>What sort of name is that</b>? Mine (I&#8217;m half Welsh)<br><b>Age: </b>None of your business<br><b>Birthday: </b>Four hours off April Fools&#8217;<br><b>Place of birth:</b> Kampala, Uganda, where my father had gone to take a job<br><b>School:</b> A boarding school called Manor House in the New Forest (except it&#8217;s not new at all, of course, it&#8217;s quite ancient)<br><b>College: </b>Sussex University<br><b>Major: </b>Art History with French<br><b>Languages:</b> English, bad French, and once upon a time Swahili<b> <br>Place of residence: </b>Manhattan<b><br>Other places lived:</b> London, Oxford, Paris, Singapore, Sierra Leone, Kenya<br><b>Reason for coming to the U.S.:</b> For an adventure, just for a year<br><b>When you came:</b> Eighteen years ago<br><b>Favorite color: </b>Orange (except when it&#8217;s robin&#8217;s egg blue)<br><b>Favorite book: </b><i>Winnie the Pooh</i><br><b>Favorite movie: </b><i>Chariots of Fire</i><br><b>Favorite food: </b>Porridge (oatmeal with a nicer name)<br><b>Other favorite food</b>: Proper puddings (stodgy British variety, not the American pudding, which, as far as I can tell, is just custard masquerading)<br><b>Do you only like foods beginning with P?</b> Don&#8217;t be silly, I detest prunes<br><b>Horridest food ever invented</b>: Brussels sprouts<br><b>Horridest thing ever invented:</b> Spelling tests and times tables<br><b>First book ever read:</b> <i>The Complete Nonsense</i> by Edward Lear<br><b>Last book read:</b> <i>Tamar</i> by Mal Peet <br><b>Current book being read:</b> <i>The Magic Pudding</i> by Norman Lindsay<br><b>What is it with puddings?</b> I don&#8217;t know. I&#8217;m a Brit. I can&#8217;t help it. <br><b>Best story ever:</b> You can&#8217;t top the Bible<br><b>Best nonfiction ever</b>: Ditto<br><b>First part-time job:</b> Factory worker at Arco-Lectric Plugs, East Molesey<br><b>First temp job:</b> Typist at customer complaints dept. of large grocery store chain (People would write in complaining of slipping on a grape in Aisle 4 and cracking their hip open, and we&#8217;d send them &#163;10 for their trouble)<br><b>First temp job fired from:</b> Typist at customer complaints dept. of large grocery store chain<br><b>Duration:</b> One day<br><b>Reason fired:</b> For doing word-breaks (they didn&#8217;t believe in them)<br><b>First job:</b> Editorial assistant, Oxford University Press<br><b>Current job:</b> To tell stories<br><b>Favorite job:</b> Ditto. You mostly get in trouble for this when you&#8217;re little, of course, but when you&#8217;re a grown-up you can get away with it&#8211;sometimes even get paid to do it.<br><b>Silliest job:</b> Going to schools in my pajamas saying goodnight to lots of children in the middle of the day (when I&#8217;m reading <i>Time to Say Goodnight</i>) or carrying 16 handbags with potatoes, old shoes, bits of half-eaten spaghetti in them (when I&#8217;m reading <i>Handbag Friends</i>).  The poor children are very kind and humor me.<br><b>Favorite saying:</b> Bob&#8217;s your uncle (Brit for: there you have it)<br><b>Some favorite words:</b> Whirligig, caboodle, spiffy, fizzy<br><b>Words you&#8217;re scared of:</b> Revenues, spreadsheets, execute, in perpetuity, cross-check<br><b>Favorite places: </b>Nantucket, Cornwall, France, by a wood fire, snowy woods<br><b>Some favorite things:</b> My nieces and nephews, sample sales, running, snow-shoeing, movies<br><b>Where do you find your ideas?</b> I don&#8217;t. They find me. I just try to be someone &quot;on whom nothing is lost.&quot; (Henry James)<br><b>Biggest challenge</b>: To . . . &quot;Sail away from the safe harbor. Explore. Dream. Discover.&quot; (Mark Twain)<br><b>Greatest joy:</b> Ditto<br><b>Goal:</b> &quot;To live all I can.&quot; (Henry James)<br><b>Good quote: </b>&quot;Be kind for everyone you know is fighting a great battle.&quot; (Philo&#8211;not a pastry&#8211;of Alexandria)<br><b>Best advice:</b> When in doubt, if all else fails, put on the kettle and make a nice cup of tea",https://images.randomhouse.com/author/62272
781,Kurt,Vonnegut,False,False,"<b>Kurt Vonnegut</b> was a master of contemporary American literature. His black humor, satiric voice, and incomparable imagination first captured America&rsquo;s attention in&nbsp;<i>The Sirens of Titan</i>&nbsp;in 1959 and established him, in the words of&nbsp;<i>The New York Times</i>, as &ldquo;a true artist&rdquo; with the publication of&nbsp;<i>Cat&rsquo;s Cradle</i>&nbsp;in 1963. He was, as Graham Greene declared, &ldquo;one of the best living American writers.&rdquo; Mr. Vonnegut passed away in April 2007.",https://images.randomhouse.com/author/32175
782,Slavenka,Drakulic,False,False,"Slavenka Drakulic was born in Croatia in 1949. The author of several works of nonfiction and novels, she has written for <b>The New York Times</b>, <b>The Nation</b>, <b>The New Republic</b>, and numerous publications around the world.",https://images.randomhouse.com/author/244821
